time,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,producer-service-5_throughput,producer-service-6_throughput,producer-service-7_throughput,producer-service-8_throughput,total_throughput,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,producer-service-5_latency,producer-service-6_latency,producer-service-7_latency,producer-service-8_latency,average_latency
2021-05-05T21:08:05.000Z,23936,21504,24192,25428,23424,22611,23296,23690,188081,53.14108455882353,59.87281436011905,52.71750992063492,53.165408211420484,52.966956967213115,57.72477997434877,55.49523523351648,55.14567327986492,55.02868281324266
2021-05-05T21:08:06.000Z,25472,22144,24960,21836,24704,23261,23424,21120,186921,49.28391959798995,55.386967124277454,54.381650641025644,52.10615497343836,48.134350712435236,55.98224495937406,53.24961577868852,54.110700757575756,52.82945056810061
2021-05-05T21:08:07.000Z,22528,23936,24960,24673,23947,24227,20096,24960,189327,48.81223366477273,52.01737967914438,46.34158653846154,47.9375835934017,47.85041967678624,51.75634622528584,57.0375199044586,47.89234775641026,49.955677129840154
2021-05-05T21:08:08.000Z,25088,22573,23424,22870,23925,23552,22631,24704,188767,56.59291294642857,58.56842245160147,56.26460040983606,57.132444250109316,57.759582027168236,59.92527173913044,58.72829304935708,58.64175841968912,57.95166066166503
2021-05-05T21:08:09.000Z,20352,20435,18560,19497,23808,20096,22809,21376,166933,57.1389052672956,57.47668216295571,61.61945043103448,61.650305175155154,60.471060147849464,61.193322054140125,54.5605243544215,62.0158121257485,59.515757714825064
2021-05-05T21:08:10.000Z,23936,21888,25344,24576,21504,26368,23936,21504,189056,57.51800635026738,58.516675804093566,59.0859375,56.072509765625,66.73665364583333,60.72428701456311,61.07052139037433,64.13146391369048,60.4820069230559
2021-05-05T21:08:11.000Z,24576,23680,21760,23552,22535,24064,22144,21504,183815,55.340006510416664,58.841722972972974,60.08855698529412,56.97108525815217,57.13405813179499,56.157870678191486,63.07198338150289,61.36323474702381,58.62106483316864
2021-05-05T21:08:12.000Z,20096,18944,21632,19712,21625,25216,19584,20608,167417,56.33469347133758,58.69631545608108,55.96038276627219,59.043273133116884,54.56346820809249,50.91683851522843,54.208026960784316,57.35267857142857,55.88445963529269
2021-05-05T21:08:13.000Z,24139,22528,24448,21120,20608,21632,21376,22656,178507,60.36422387008575,64.32839133522727,57.84280922774869,65.75066287878788,67.65324145962732,65.45677699704142,66.59576160179641,60.4943061440678,63.56077168929782
2021-05-05T21:08:14.000Z,22860,19283,22400,22457,26240,21376,23552,25088,183256,60.38508311461067,63.72079033345434,62.605089285714286,62.09645099523534,56.17385670731707,60.743263473053894,58.66801120923913,58.19794323979592,60.323811044802575
