time,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,producer-service-5_throughput,total_throughput,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,producer-service-5_latency,average_latency
2021-04-20T17:18:24.000Z,13520,13881,14323,15394,12984,70102,1094.3863905325443,1006.8871839204668,958.5969419814285,1213.3675457970637,1364.0019254467036,1127.4479975356412
2021-04-20T17:18:25.000Z,15298,12623,13991,13724,12980,68616,1025.5081056347235,884.8865562861444,898.2797512686727,1164.9085543573303,1233.3486902927582,1041.3863315679257
2021-04-20T17:18:26.000Z,13552,14474,14995,14838,14833,72692,1081.0977715466352,915.0610750310902,890.4944981660553,1245.1264995282384,1248.1838468280187,1075.9927382200074
2021-04-20T17:18:27.000Z,14651,15543,14969,14898,14709,74770,1071.5480172001912,925.933539213794,932.1598637183513,1257.3001745200697,1246.2072880549324,1086.629776541468
2021-04-20T17:18:28.000Z,13932,12534,13784,12977,15534,68761,1144.1806632213609,968.0825753949258,961.8588943702844,1295.7322955999075,1316.4399382000772,1137.2588733573114
2021-04-20T17:18:29.000Z,14419,15047,12995,13278,13012,68751,1075.916360357861,920.6912341330498,915.8264717198923,1228.079304112065,1267.4298339993852,1081.5886408644506
2021-04-20T17:18:30.000Z,14163,14090,14764,15144,15273,73434,1095.2108310386218,940.1621717530163,889.7867786507721,1205.6404516640252,1282.2706082629477,1082.6141682738767
2021-04-20T17:18:31.000Z,14503,12864,13499,13810,13485,68161,1104.9965524374268,928.7903451492538,889.8438402844655,1239.1081100651702,1306.445902855024,1093.836950158268
2021-04-20T17:18:32.000Z,14697,14615,15226,16543,14834,75915,1049.3822548819487,921.2914129319192,947.3893340338894,1199.9628241552318,1217.381353647027,1067.0814359300034
2021-04-20T17:18:33.000Z,14171,13310,13091,15153,14938,70663,1134.4025121727473,960.3552216378663,970.7282102207623,1275.7937042169867,1289.3863971080466,1126.1332090712817
2021-04-20T17:18:34.000Z,13798,14099,13768,12020,13302,66987,1051.5017393825192,918.5376977090574,899.4120424171994,1297.67462562396,1287.7201924522628,1090.9692595169995
2021-04-20T17:18:35.000Z,15178,15950,14911,12812,14408,73259,1011.6493609171168,872.678934169279,876.3581248742539,1235.8445207617858,1233.880274847307,1046.0822431139486
2021-04-20T17:18:36.000Z,15119,13517,13018,15448,14498,71600,1067.6700840002645,889.4004586816601,897.3756337379014,1261.8616002071465,1392.6232583804663,1101.7862070014878
2021-04-20T17:18:37.000Z,14313,14606,14112,14730,13213,70974,1069.642562705233,973.4861016020814,949.1821853741496,1307.9589952477936,1328.1834556875804,1125.6906601233675
2021-04-20T17:18:38.000Z,14204,14369,14390,12277,14131,69371,1081.614756406646,894.688983227782,863.338359972203,1310.6212429746681,1234.7620833628193,1077.0050851888238
2021-04-20T17:18:39.000Z,12881,14954,16239,13766,14637,72477,1145.1948606474652,929.1203691320048,890.144405443685,1246.0755484527097,1347.9288105486096,1111.6927988448947
2021-04-20T17:18:40.000Z,15185,13121,13294,14357,13603,69560,1142.9428383272966,968.5003429616645,948.078306002708,1194.9047154698058,1363.701462912593,1123.6255331348136
2021-04-20T17:18:41.000Z,12509,13647,14968,16405,12463,69992,1162.6567271564475,927.9824137173005,858.3819481560663,1245.9528802194452,1292.449731204365,1097.484740090725
2021-04-20T17:18:42.000Z,13589,14391,13345,11744,14797,67866,1118.2312164250498,951.0737961225766,960.0644436118397,1318.018477520436,1320.7573156720957,1133.6290498703995
2021-04-20T17:18:43.000Z,13694,13471,12767,15107,13569,68608,1170.0845625821528,993.3137109346003,993.1106759614631,1386.0072813927318,1378.821947085268,1184.267635591243
2021-04-20T17:18:44.000Z,13484,14552,15438,12793,13611,69878,1100.57757342035,946.0320918086861,917.9320507837803,1349.0506527006958,1338.643229740651,1130.4471196908326
2021-04-20T17:18:45.000Z,14056,13633,13122,12036,12661,65508,1115.4968696642004,949.2947260324213,900.1462429507696,1394.7226653373214,1273.2024326672458,1126.5725873303916
2021-04-20T17:18:46.000Z,13580,12664,15109,12501,14460,68314,1152.9227540500735,949.158875552748,960.1332318485671,1339.5564354851613,1292.9884508990317,1138.9519495671161
2021-04-20T17:18:47.000Z,13029,14272,12845,13939,13900,67985,1116.1387673651086,930.9519338565023,966.5710393149085,1312.149078126121,1362.9525899280575,1137.7526817181395
2021-04-20T17:18:48.000Z,14505,14602,14120,14113,12466,69806,1166.1800068941743,996.1892206547049,1031.395538243626,1320.91334230851,1427.119605326488,1188.3595426855009
2021-04-20T17:18:49.000Z,14461,13392,13722,14330,13878,69783,1103.3942327639859,924.6455346475508,985.9561288441918,1231.8676901605024,1245.2454244127396,1098.221802165794
2021-04-20T17:18:50.000Z,13196,14572,13270,14627,15143,70808,1104.251364049712,938.1277106780126,879.8467972871138,1190.0161345457032,1290.9658588126526,1080.641573074639
2021-04-20T17:18:51.000Z,13704,12348,15941,14834,14116,70943,1052.9207530647986,858.12941367023,835.5332789661878,1183.3466361062424,1270.5578775857184,1040.0975918786355
2021-04-20T17:18:52.000Z,15948,15416,15659,13721,14720,75464,1085.966892400301,913.8261546445252,911.8174851523086,1257.0029881203993,1276.6474184782608,1089.052187759159
2021-04-20T17:18:53.000Z,13990,13807,13302,13257,13690,68046,1118.487133666905,952.2584920692402,971.9197864982709,1289.9181564456514,1299.6412710007305,1126.4449679361596
2021-04-20T17:18:54.000Z,13581,13922,13850,14672,15051,71076,1017.0029452912157,896.6009194081311,868.6573285198556,1208.820542529989,1304.7050029898346,1059.1573477478053
2021-04-20T17:18:55.000Z,14763,15384,14654,14581,13954,73336,1093.8548398022083,920.4082813312533,969.2919339429508,1238.3797407585214,1288.9117099039702,1102.1693011477807
2021-04-20T17:18:56.000Z,14941,13274,14705,15922,14480,73322,1088.9768422461682,957.7209582642761,903.5932675960557,1226.4927144831051,1240.2997928176796,1083.416715081457
2021-04-20T17:18:57.000Z,13364,15752,14365,13490,13191,70162,1118.013020053876,934.8076434738446,901.3447963800905,1219.7889547813195,1216.100523083921,1078.0109875546102
2021-04-20T17:18:58.000Z,13840,13010,14885,14805,15643,72183,1069.574132947977,855.6205226748655,931.7323480013437,1205.7547450185748,1221.04001789938,1056.7443533084283
2021-04-20T17:18:59.000Z,15326,14976,14110,13123,15598,73133,1087.661490277959,935.1404914529915,930.7541459957476,1289.1998780766594,1254.4862161815618,1099.4484443969839
2021-04-20T17:19:00.000Z,13647,12812,13662,13299,14315,67735,1057.096065069246,953.763424914143,946.1819645732689,1318.5027445672606,1297.6303178484109,1114.6349033944657
2021-04-20T17:19:01.000Z,13706,15313,14398,15371,13978,72766,1135.1788267911863,983.8709593156142,954.9812473954715,1383.053282154707,1297.2937473172128,1150.8756125948385
2021-04-20T17:19:02.000Z,14665,12475,13459,12202,13801,66602,1101.7847937265599,1023.4387975951904,999.9672338212349,1354.7953614161613,1332.4786609665966,1162.4929695051487
2021-04-20T17:19:03.000Z,12881,13318,13446,12498,13075,65218,1099.9990683953108,889.9814536717225,952.1125241707571,1269.2326772283566,1297.460879541109,1101.7573206014513
2021-04-20T17:19:04.000Z,16225.000000000002,13792,13407,14979,14865,73268,1053.462619414484,931.0398781902552,950.1938539568882,1247.2247146004406,1297.4906155398587,1095.882336340385
2021-04-20T17:19:05.000Z,13695,15170,13245,14764,14294,71168,1185.0381161007667,998.5275543836519,1024.757946394866,1277.9498780818205,1374.3700153910731,1172.1287020704356
2021-04-20T17:19:06.000Z,13761,12108,13807,14286,13459,67421,1113.4148681055156,1004.7615626032375,949.4754834504237,1279.1542069158618,1349.3881417638754,1139.2388525677827
2021-04-20T17:19:07.000Z,14628,14209,15981,11870,12580,69268,1063.9512578616352,901.8175804067845,895.4664288843001,1286.0305812973884,1266.81279809221,1082.8157293084637
2021-04-20T17:19:08.000Z,12821,14925,14874,14582,14259,71461,1087.455580687934,902.1474036850922,974.1419255075972,1198.005554793581,1269.1979100918718,1086.1896749532152
2021-04-20T17:19:09.000Z,13683,14505,11689,16309.000000000002,13971,70157,1103.4993787912008,981.8369527749052,976.8788604671058,1262.663682629223,1341.185240856059,1133.2128231036988
2021-04-20T17:19:10.000Z,15060,13169,14228,12352,14097,68906,1069.185192563081,971.3174121041841,1002.6049339330897,1310.5285783678758,1353.9039511952897,1141.508013632704
2021-04-20T17:19:11.000Z,15266,13254,12945,13604,14062,69131,1093.4328573300145,960.9741964689905,977.02719196601,1298.6869303146134,1335.0439482292704,1133.0330248617797
2021-04-20T17:19:12.000Z,13601,13512,13979,14140,13838,69070,1104.9608117050218,970.2676139727649,929.5858788182273,1235.7281471004244,1335.678277207689,1115.2441457608256
2021-04-20T17:19:13.000Z,13557,14384,14737,14482,13643,70803,1067.5505642841338,867.5483175750834,882.2309832394653,1225.5621461124153,1348.593784358279,1078.2971591138753
2021-04-20T17:19:14.000Z,15482,14062,15341,13858,12643,71386,1037.3998191448134,903.8407765609444,875.6416139756209,1257.7205946023957,1344.0852645732816,1083.7376137714114
2021-04-20T17:19:15.000Z,14336,15808,15576,14426,14250,74396,1026.997279575893,960.1243041497976,960.5055855161787,1292.217731873007,1280.7198596491228,1104.1129521527996
2021-04-20T17:19:16.000Z,15294,13608,11522,13971,13666,68061,1162.8840721851707,936.3079805996473,1015.3703350112828,1255.253095698232,1337.0145616859359,1141.3660090360536
2021-04-20T17:19:17.000Z,12573,13022,13284,13525,13198,65602,1130.5840292690687,953.7568729841806,984.148524540801,1258.6283179297598,1269.9172601909381,1119.4070009829495
2021-04-20T17:19:18.000Z,15934,14704,16882,15553,14897,77970,1097.692920798293,950.7036180631121,849.4080677644829,1277.864913521507,1185.2473652413237,1072.1833770777437
2021-04-20T17:19:19.000Z,12510,13317,13283,13519,15595,68224,1129.0355715427659,964.3813922054517,962.6271926522622,1249.6143945558103,1324.1542160949023,1125.9625534102383
2021-04-20T17:19:20.000Z,15116,13806,15025,14509,13290,71746,1102.4267663403016,959.9040272345358,927.9866222961731,1244.1969811840927,1240.0861550037623,1094.9201104117733
2021-04-20T17:19:21.000Z,12513,13606,13498,13507,14641,67765,1144.8719731479262,1003.0183742466559,1018.4290265224478,1291.3798771007625,1327.5831568881906,1157.0564815811965
2021-04-20T17:19:22.000Z,13914,13937,12974,13469,12486,66780,1048.0005030904126,921.6988591518979,944.5208879297055,1138.6119236765908,1310.0764055742432,1072.58171588457
2021-04-20T17:19:23.000Z,15702,14876,13349,17217,15421,76565,1018.762832760158,913.8424307609572,995.7028241815866,1157.58366730557,1248.6273263731275,1066.90381627628
2021-04-20T17:19:24.000Z,14346,13259,13615,13712,14167,69099,1128.4005994702356,972.1194660230786,978.4095482923246,1219.086056009335,1262.793887202654,1112.1619113995257
2021-04-20T17:19:25.000Z,14284,13252,13800,15113,13751,70200,1076.1320358443013,944.4351795955328,951.6241304347826,1237.838020247469,1249.797905606865,1091.9654543457902
2021-04-20T17:19:26.000Z,14978,14152,15323,13140,15697,73290,1123.4276271865403,954.3745760316563,919.2261959146381,1311.0350837138508,1244.5272345034082,1110.5181434700187
2021-04-20T17:19:27.000Z,12910,14647,14739,13808,14662,70766,1022.4731216111542,863.7682801938963,901.9645837573784,1277.8773899188875,1189.6127404174056,1051.1392231797445
2021-04-20T17:19:28.000Z,15559,14158,14182,14562,16126.999999999998,74588,1068.6598753133235,928.6887272213589,906.4537441827669,1260.825779425903,1277.5372976995102,1088.4330847685726
2021-04-20T17:19:29.000Z,13395,14920,13495,13840,13090,68740,1122.5131019036953,954.5256702412869,975.8891441274546,1285.0101878612718,1298.0158135981665,1127.190783546375
2021-04-20T17:19:30.000Z,14371,14472,14138,13883,15071,71935,1129.862152946907,893.911829740188,932.9717781864479,1293.4977310379602,1272.585495322142,1104.565797446729
2021-04-20T17:19:31.000Z,13698,14178,14759,13473,13526,69634,1121.1964520367937,932.279376498801,885.9838064909546,1312.2649001707118,1309.0811030607717,1112.1611276516066
2021-04-20T17:19:32.000Z,14303,12690,13671,13912,13985,68561,1104.8268894637488,937.8510638297872,1016.5308316875137,1340.91410293272,1366.1226313907757,1153.2491038609091
2021-04-20T17:19:33.000Z,12853,13837,13499,11912,12309,64410,1122.3867579553412,923.9069162390691,949.741462330543,1214.9862323707187,1313.4179055975303,1104.8878548986404
2021-04-20T17:19:34.000Z,14276,16046,15425,15827,14217,75791,1056.464065564584,903.7303377788857,935.1929983792545,1161.389587413913,1255.8622775550398,1062.5278533383355
2021-04-20T17:19:35.000Z,15132,13824,14003,15478,14962,73399,1075.847739888977,911.2675057870371,940.3160751267585,1169.7693500452256,1241.5416388183398,1067.7484619332677
2021-04-20T17:19:36.000Z,13485,14295,14776,15230,14945,72731,1078.9235446792732,878.8983560685555,886.5995533297239,1258.5883125410373,1248.16587487454,1070.235128298626
2021-04-20T17:19:37.000Z,14376,14710,13652,13708,14133,70579,1093.6621452420702,918.3639021074099,964.3154849106359,1255.5957105339949,1342.2398641477394,1114.83542138837
2021-04-20T17:19:38.000Z,14872,13967,14078,14395,13481,70793,1056.020911780527,950.6046395074103,959.7865463844296,1277.6206321639459,1344.322379645427,1117.6710218963478
2021-04-20T17:19:39.000Z,14904,13435,13670,14246,14787,71042,1113.7971014492753,1043.1518422032007,986.1551572787125,1281.9164677804297,1365.7461283559883,1158.153339413521
2021-04-20T17:19:40.000Z,13673,13928,14267,13659,12975,68502,1098.5874350910553,974.104681217691,945.1463517207542,1275.0201332454792,1264.129479768786,1111.397616208753
2021-04-20T17:19:41.000Z,13940,13603,13979,14276,14336,70134,1122.225824964132,906.9710358009263,955.5996137062737,1228.1571868870833,1294.328892299107,1101.4565107315043
2021-04-20T17:19:42.000Z,13976,14857,13296,14430,14274,70833,1068.2832713222667,861.8379215184762,932.7235258724428,1212.0356895356895,1263.6039652515062,1067.6968747000763
2021-04-20T17:19:43.000Z,15286,13565,14424,13649,13814,70738,1055.6097082297526,960.6078879469222,973.712423738214,1280.1900505531542,1297.4972491675112,1113.5234639271107
2021-04-20T17:19:44.000Z,14314,14291,13955,14565,14581,71706,1076.9540310185832,984.9578056119236,945.7739878179864,1302.448335049777,1313.0899115287018,1124.6448142053946
2021-04-20T17:19:45.000Z,13807,13700,14215,12476,14583,68781,1176.0688781053088,982.3475182481752,961.9878297572986,1407.3905899326708,1339.1409860796819,1173.3871604246272
2021-04-20T17:19:46.000Z,12922,12636,13418,12795,12622,64393,1131.7444668008047,935.6900918012029,960.543896258757,1301.9607659241892,1265.3403581048963,1119.05591577797
2021-04-20T17:19:47.000Z,14102,14662,13876,14259,14489,71388,1047.8361225358105,941.2284135861411,938.9457336408187,1216.5711480468476,1275.4270135965214,1084.0016862812279
2021-04-20T17:19:48.000Z,15898,12664,14914,15008,14239,72723,1059.6981381305825,965.7179406190777,910.7651870725493,1147.2503331556504,1266.9597584100006,1070.0782714775721
2021-04-20T17:19:49.000Z,12474,15688,15984,16152.999999999998,14991,75290,1129.9413981080647,904.4092937276899,902.8398398398398,1217.2242927010464,1225.2668267627243,1075.936330227873
2021-04-20T17:19:50.000Z,13168,14093,14107,14016,14019,69403,1049.7231925880924,866.4314908110409,928.5531296519458,1276.8408961187215,1251.2192025108782,1074.5535823361356
2021-04-20T17:19:51.000Z,14978,15587,13489,14086,14182,72322,1055.1167044999333,922.6446397639058,969.2018681888947,1258.1984239670594,1312.7654068537583,1103.5854086547104
2021-04-20T17:19:52.000Z,15213,13968,14301,13796,15224,72502,1180.6693617300994,946.7089060710194,928.7752604712957,1380.076326471441,1417.1136363636363,1170.6686982214983
2021-04-20T17:19:53.000Z,11395,11853,14276,10580,11519,59623,1194.7441860465117,982.5355606175651,931.310170916223,1366.2643667296786,1347.0799548571924,1164.386847833434
2021-04-20T17:19:54.000Z,13346,15264,13821,14314,13502,70247,1146.4479994005694,950.5554900419287,986.4228348165834,1308.1425876764008,1313.6600503629093,1141.0457924596783
2021-04-20T17:19:55.000Z,15263,12944,14103,14528,13774,70612,1093.3133722072987,914.9838535228678,956.2932000283628,1254.2329983480176,1268.6963844925222,1097.503961719814
2021-04-20T17:19:56.000Z,13234,15277,13297,14244,15400,71452,1118.652032643192,895.6732997316227,932.185455365872,1316.6010249929795,1249.0533766233766,1102.4330378714085
2021-04-20T17:19:57.000Z,12688,15123,13695,13742,14795,70043,1114.703972257251,890.4657144746412,898.1843008397225,1224.5101877455975,1275.0790807705305,1080.5886512175487
2021-04-20T17:19:58.000Z,15639,15112,14629,14658,14764,74802,1118.730609374001,948.1246691371095,948.616515141158,1183.6427206985945,1247.7518965050122,1089.373282171175
2021-04-20T17:19:59.000Z,13202,12511,13941,15299,14135,69088,1176.5547644296319,978.5552713612021,977.4713435191163,1294.1557618144977,1296.4891404315529,1144.6452563112002
2021-04-20T17:20:00.000Z,13133,13430,14119,13011,13667,67360,1139.9585776288739,1008.369843633656,965.9606204405411,1291.6453001306586,1280.6895441574595,1137.324777198238
2021-04-20T17:20:01.000Z,13483,13952,14355,13112,13816,68718,1054.5876288659795,944.2735091743119,931.3631487286659,1239.3008694325808,1321.938549507817,1098.292741141871
2021-04-20T17:20:02.000Z,15307,12149,15084,14851,13788,71179,1100.9788332135624,969.6542102230636,915.2412490055688,1274.3896707292438,1237.6470844212358,1099.5822095185351
2021-04-20T17:20:03.000Z,13778,14551,13896,13536,15976,71737,1100.6074176222965,996.6248367809773,966.4953943580887,1349.1879432624114,1250.9563094641962,1132.774380297594
2021-04-20T17:20:04.000Z,14112,11857,13223,12502,14152,65846,1136.9011479591836,932.6685502234967,967.3779777660137,1229.4640057590786,1214.7298615036743,1096.2283086422894
2021-04-20T17:20:05.000Z,12853,15618,14010,14112,15649,72242,1071.8741149926088,950.1417595082597,926.7109207708779,1197.2568027210884,1177.7048373698,1064.737687072527
2021-04-20T17:20:06.000Z,14753,13191,13806,15900,14298,71948,1018.354775299939,938.3446289136532,876.4296682601768,1164.3886163522013,1219.2730451811442,1043.358146801423
2021-04-20T17:20:07.000Z,15475,15682,16184.999999999998,15478,14976,77796,1040.5113408723748,883.3600943757174,898.1290701266605,1183.1592583021063,1276.7982772435898,1056.3916081840898
2021-04-20T17:20:08.000Z,15622,14494,14601,15340,13343,73400,1035.5965305338625,963.4837863943701,948.0595849599342,1231.3604954367665,1386.2449224312375,1112.9490639512342
2021-04-20T17:20:09.000Z,14910,12521,13318,13544,14105,68398,1013.8849094567404,904.925405319064,1011.0687790959604,1222.110676314235,1265.5887982984757,1083.515713696895
2021-04-20T17:20:10.000Z,15241,14672,12837,14009,14654,71413,1074.3070008529623,923.4720556161396,928.0112175741996,1202.4375758441001,1255.7144124471133,1076.788452466903
2021-04-20T17:20:11.000Z,13765,14147,15307,15363,15107,73689,990.3560479476935,922.2972361631441,901.8910955771869,1240.967584456161,1316.5118157145694,1074.404755971751
2021-04-20T17:20:12.000Z,14440,13248,13814,14435,14166,70103,1081.7159279778393,942.8865489130435,1004.5818010713768,1348.3707655005196,1319.1376535366371,1139.3385393998833
2021-04-20T17:20:13.000Z,15065,15230,14043,13661,13988,71987,1052.3281778957848,920.2428759028234,956.1469771416364,1272.240392357807,1292.4531026594223,1098.6823051914948
2021-04-20T17:20:14.000Z,14427,13639,12812,14327,13415,68620,1067.0667498440425,947.8102500183298,980.15469871995,1277.1724017589167,1278.130152814014,1110.0668506310508
2021-04-20T17:20:15.000Z,15189,15022,15459,13317,14593,73580,1120.973730989532,864.4327652775928,940.140824115402,1211.212810693099,1255.3853217295964,1078.4290905610444
2021-04-20T17:20:16.000Z,12949,15408,13133,13418,15056,69964,1134.5813576337941,971.4997403946002,932.6211832787634,1309.539052019675,1336.1758767268864,1136.8834420107437
2021-04-20T17:20:17.000Z,14154,11999,13637,12947,13680,66417,1150.04182563233,962.7792316026336,956.818288479871,1294.4122962848537,1319.318274853801,1136.6739833706977
2021-04-20T17:20:18.000Z,12699,13836,15332,14465,13522,69854,1074.4434207417908,932.6962272333044,897.903991651448,1221.4699619771864,1281.267194202041,1081.5561591611543
2021-04-20T17:20:19.000Z,14452,13824,14461,15727,14465,72929,1095.3155272626625,962.1720920138889,903.7487725606804,1233.2798372226107,1354.8217075699965,1109.8675873259679
2021-04-20T17:20:20.000Z,14482,14411,14834,13786,13084,70597,1095.6781521889243,974.9848726667129,913.6049615747606,1208.7150007253736,1202.9656068480588,1079.189718800766
2021-04-20T17:20:21.000Z,14247,13948,13851,14107,16328,72481,1018.7754615006668,898.2697877831947,896.1027362645297,1233.467498405047,1179.0514453699168,1045.133385864671
2021-04-20T17:20:22.000Z,14495,14462,15092,14686,13709,72444,1079.0741635046568,920.3978702807357,941.4373840445269,1226.6498025330247,1250.1342913414546,1083.5387023408798
2021-04-20T17:20:23.000Z,13437,14590,14151,14002,15252,71432,1146.4984743618368,974.365729952022,983.1913645678751,1237.261176974718,1278.058877524259,1123.8751246761421
2021-04-20T17:20:24.000Z,15333,12304,14450,15375,13856,71318,1076.171525467945,977.5216189856957,929.9458823529412,1226.4986016260164,1330.5584584295611,1108.1392173724319
2021-04-20T17:20:25.000Z,13574,14462,13786,13953,13494,69269,1107.8231913953146,921.7117964320288,965.4272450311911,1236.1555221099404,1275.115310508374,1101.2466130953696
2021-04-20T17:20:26.000Z,13823,13004,13029,14299,14660,68815,1069.1003400130219,925.4100276837896,928.8391280988563,1215.166375270998,1256.7510231923602,1079.0533788518053
2021-04-20T17:20:27.000Z,14174,15401,14734,14448,16300.999999999998,75058,1022.8872583603782,908.2527757937796,1018.1030948825845,1299.1375968992247,1274.1682718851605,1104.5097995642257
2021-04-20T17:20:28.000Z,14487,12817,13597,12793,13636,67330,1138.8486919306965,1007.7503315908559,1016.5525483562551,1391.342374736184,1350.772587268994,1181.0533067765969
2021-04-20T17:20:29.000Z,13642,13916,12887,12429,13958,66832,1147.4659140888432,944.6281977579764,958.417009389307,1266.2997827661115,1254.5135406218656,1114.2648889248208
2021-04-20T17:20:30.000Z,14473,13986,13412,15376,13532,70779,1070.661645823257,928.6357071357071,932.0128243364152,1296.8347424557753,1290.965858705291,1103.822155691289
2021-04-20T17:20:31.000Z,13900,15106,13871,12805,14629,70311,1107.99654676259,944.9800079438634,951.4650710114628,1269.2491214369386,1255.1234534144508,1105.762840113861
2021-04-20T17:20:32.000Z,14942,13741,14476,13917,13819,70895,1121.4965868023023,936.3118404774034,972.6789859077093,1276.9933175253288,1222.7790722917723,1106.0519606009034
2021-04-20T17:20:33.000Z,12371,12787,13947,14409,14699,68213,1138.9588553876001,907.3521545319466,971.0868287086829,1208.7500173502672,1248.6370501394654,1094.9569812235925
2021-04-20T17:20:34.000Z,14476,15688,12602,14140,15573,72479,1144.3966565349544,940.4905660377359,956.288604983336,1244.0804101838755,1243.2622487638862,1105.7036973007575
2021-04-20T17:20:35.000Z,12812,13565,14757,14598,14909,70641,1188.9474711208243,898.8189458164394,1008.0092159653046,1225.172694889711,1247.654705211617,1113.720606600779
2021-04-20T17:20:36.000Z,13428,13218,12742,15100,14155,68643,1233.680145963658,943.948252383114,1000.7370899387852,1296.1203973509935,1302.6387848816673,1155.4249341036436
2021-04-20T17:20:37.000Z,12268,15370,14539,13634,14158,69969,1162.1573198565372,904.792843201041,901.8317628447624,1197.8208889540854,1318.6750953524509,1097.0555820417753
2021-04-20T17:20:38.000Z,14394,13591,14923,14971,13079,70958,1093.948311796582,926.916341696711,895.7712256248743,1167.3643711174939,1333.334582154599,1083.466966478052
2021-04-20T17:20:39.000Z,13444,14787,14306,15055,13839,71431,1177.8851532282058,886.1631838777305,934.7944219208723,1286.356160743939,1316.8686321265986,1120.4135103794692
2021-04-20T17:20:40.000Z,13102,14944,14444,12255,13278,68023,1143.5673179667226,958.563704496788,936.4677374688451,1278.5556099551204,1292.3891399307124,1121.9087019636377
2021-04-20T17:20:41.000Z,13455,12836,15303,14289,16134,72017,1066.8707543664066,947.4153162979121,853.8999542573351,1293.3814822590805,1236.0956985248542,1079.5326411411177
2021-04-20T17:20:42.000Z,15006,14273,13659,13615,13431,69984,1023.7151139544183,890.6070202480207,885.310710886595,1242.4755049577673,1347.5190976100066,1077.9254895313616
2021-04-20T17:20:43.000Z,14476,14218,15787,13492,12647,70620,1080.2964907432993,972.2563651709102,931.0044340279977,1228.8963089238066,1268.3994623230806,1096.170612237819
2021-04-20T17:20:44.000Z,14796,13676,13184,15246,16245.000000000002,73147,1080.2624357934576,922.079409183972,950.997041868932,1224.1357733175914,1288.3196060326254,1093.1588532393157
2021-04-20T17:20:45.000Z,7992,11736,10475,6164,3631,39998,1085.563938938939,865.8081117927744,960.9146539379475,1244.1138870863076,1346.2718259432663,1100.534483539847
