time,producer-service-1_throughput,total_throughput,producer-service-1_latency,average_latency
2021-04-14T17:56:20.000Z,3132,3132,0.7512771392081737,0.7512771392081737
2021-04-14T17:56:21.000Z,3149,3149,0.7608764687202286,0.7608764687202286
2021-04-14T17:56:22.000Z,3111,3111,0.7611700417872067,0.7611700417872067
2021-04-14T17:56:23.000Z,3107,3107,0.7566784679755391,0.7566784679755391
2021-04-14T17:56:24.000Z,3108,3108,0.7561132561132561,0.7561132561132561
2021-04-14T17:56:25.000Z,3125,3125,0.75584,0.75584
2021-04-14T17:56:26.000Z,3122,3122,0.7610506085842409,0.7610506085842409
2021-04-14T17:56:27.000Z,3068,3068,0.7783572359843546,0.7783572359843546
2021-04-14T17:56:28.000Z,3129,3129,0.7510386705017578,0.7510386705017578
2021-04-14T17:56:29.000Z,3134,3134,0.7469687300574346,0.7469687300574346
2021-04-14T17:56:30.000Z,3119,3119,0.750240461686438,0.750240461686438
2021-04-14T17:56:31.000Z,3123,3123,0.7707332692923471,0.7707332692923471
2021-04-14T17:56:32.000Z,3118,3118,0.7475946119307249,0.7475946119307249
2021-04-14T17:56:33.000Z,3100,3100,0.7732258064516129,0.7732258064516129
2021-04-14T17:56:34.000Z,3107,3107,0.757965883488896,0.757965883488896
2021-04-14T17:56:35.000Z,3096,3096,0.7648578811369509,0.7648578811369509
2021-04-14T17:56:36.000Z,3107,3107,0.7486321210170582,0.7486321210170582
2021-04-14T17:56:37.000Z,3123,3123,0.760806916426513,0.760806916426513
2021-04-14T17:56:38.000Z,3129,3129,0.7440076701821668,0.7440076701821668
2021-04-14T17:56:39.000Z,3108,3108,0.7628700128700129,0.7628700128700129
2021-04-14T17:56:40.000Z,3144,3144,0.7293256997455471,0.7293256997455471
2021-04-14T17:56:41.000Z,3139,3139,0.7712647339917171,0.7712647339917171
2021-04-14T17:56:42.000Z,3112,3112,0.7483933161953727,0.7483933161953727
2021-04-14T17:56:43.000Z,3116,3116,0.7686136071887034,0.7686136071887034
2021-04-14T17:56:44.000Z,3101,3101,0.7529829087391164,0.7529829087391164
2021-04-14T17:56:45.000Z,3095,3095,0.7667205169628433,0.7667205169628433
2021-04-14T17:56:46.000Z,3126,3126,0.7492002559181062,0.7492002559181062
2021-04-14T17:56:47.000Z,3113,3113,0.7619659492451012,0.7619659492451012
2021-04-14T17:56:48.000Z,3116,3116,0.7384467265725289,0.7384467265725289
2021-04-14T17:56:49.000Z,3110,3110,0.7659163987138263,0.7659163987138263
2021-04-14T17:56:50.000Z,3098,3098,0.7650096836668818,0.7650096836668818
2021-04-14T17:56:51.000Z,3132,3132,0.756066411238825,0.756066411238825
2021-04-14T17:56:52.000Z,3128,3128,0.7509590792838875,0.7509590792838875
2021-04-14T17:56:53.000Z,3135,3135,0.7607655502392344,0.7607655502392344
2021-04-14T17:56:54.000Z,3089,3089,0.7614114600194237,0.7614114600194237
2021-04-14T17:56:55.000Z,3099,3099,0.7705711519845111,0.7705711519845111
2021-04-14T17:56:56.000Z,3139,3139,0.7566103854730806,0.7566103854730806
